Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday
2011-12-03,Cairns,23.6,30.4,2.8,7.8,2.6,SSE,35.0,SSE,E,19.0,17.0,77.0,69.0,1010.1,1007.0,8.0,7.0,27.1,29.4,Yes
2017-05-28,Sydney,11.9,23.7,0.0,2.4,8.4,NNW,48.0,W,NW,13.0,24.0,83.0,37.0,1013.2,1009.0,1.0,6.0,13.3,23.2,No
2014-06-14,Nuriootpa,4.6,13.1,18.8,1.4,1.3,S,37.0,SSW,SSW,7.0,19.0,99.0,76.0,1019.9,1021.0,8.0,7.0,8.6,11.7,Yes
2012-03-31,MountGinini,6.3,17.0,0.2,,,SW,48.0,W,WSW,15.0,15.0,76.0,59.0,,,,,8.8,16.1,No
2014-05-31,Sale,6.6,14.4,0.0,,,SE,17.0,N,ENE,6.0,7.0,99.0,79.0,1025.4,1020.7,8.0,6.0,8.1,13.5,No
2014-07-12,Uluru,0.1,21.5,0.0,,,ESE,31.0,SE,E,17.0,15.0,50.0,18.0,1024.1,1021.0,,,8.0,20.9,No
2012-01-18,CoffsHarbour,20.0,26.6,62.4,4.9,9.0,SSW,33.0,SSW,S,20.0,22.0,88.0,77.0,1014.4,1012.9,6.0,1.0,22.1,25.6,Yes
2014-01-09,Nhil,14.2,36.5,0.0,,,NE,50.0,E,ENE,31.0,24.0,40.0,23.0,1016.7,1013.3,,,22.9,34.2,No
2012-02-28,Launceston,13.4,25.6,0.0,,,NNE,35.0,ESE,SSE,7.0,11.0,78.0,27.0,1014.1,1014.7,,,16.6,24.1,No
2013-08-03,Katherine,11.1,30.5,0.0,10.0,,SE,48.0,SE,SE,26.0,19.0,21.0,12.0,1018.6,1014.0,0.0,0.0,21.6,29.9,No
2013-03-15,Cairns,19.9,31.6,0.0,6.8,11.1,SE,35.0,ESE,E,6.0,20.0,67.0,48.0,1011.6,1008.5,3.0,3.0,26.8,30.3,No
2013-07-14,PearceRAAF,10.5,21.3,0.0,,1.4,N,31.0,N,N,17.0,13.0,66.0,53.0,1018.4,1016.5,8.0,8.0,16.3,20.5,No
2015-09-17,Uluru,10.9,26.5,0.0,,,ESE,43.0,ESE,SE,28.0,22.0,33.0,19.0,1024.9,1021.0,,6.0,16.7,24.8,No
2011-06-23,Watsonia,8.8,15.0,1.2,0.6,3.2,W,39.0,W,WSW,9.0,13.0,90.0,90.0,1019.0,1019.5,7.0,7.0,11.2,12.8,Yes
2013-04-06,SydneyAirport,16.3,22.0,8.6,3.6,1.6,NE,33.0,NNW,NNE,11.0,9.0,91.0,79.0,1028.0,1025.2,5.0,7.0,17.0,18.3,Yes
2015-05-10,Mildura,12.1,20.1,0.0,4.0,4.6,WNW,57.0,NW,W,30.0,30.0,64.0,71.0,1012.8,1012.2,2.0,6.0,15.5,17.9,No
2014-03-03,MountGinini,7.0,16.9,0.0,,,ENE,30.0,E,ENE,17.0,11.0,98.0,60.0,,,,,8.4,16.0,No
2015-11-12,Bendigo,14.4,30.2,0.0,,,SSE,43.0,ESE,WNW,6.0,19.0,65.0,29.0,1015.1,1011.3,6.0,8.0,20.6,28.9,No
2014-12-25,Richmond,19.1,33.1,0.6,,,WSW,48.0,N,ENE,13.0,17.0,75.0,50.0,1011.0,1003.5,6.0,,23.1,31.9,No
2008-09-04,Darwin,23.7,34.5,0.0,6.8,10.3,E,37.0,SE,NNW,20.0,24.0,61.0,59.0,1013.3,1009.0,1.0,1.0,26.8,30.1,No
2012-04-18,Newcastle,17.1,21.0,45.5,,,,,SE,,2.0,0.0,94.0,99.0,,,7.0,8.0,19.5,18.5,Yes
2013-10-08,Cairns,16.0,31.0,0.0,7.2,10.2,NE,30.0,WSW,NNE,6.0,15.0,55.0,58.0,1012.3,1010.2,0.0,0.0,26.5,27.9,No
2009-10-29,Mildura,17.2,33.6,0.0,7.4,12.3,NNE,37.0,N,N,19.0,19.0,48.0,24.0,1019.5,1016.4,1.0,4.0,25.8,32.2,No
2014-01-03,Watsonia,11.3,24.1,0.0,6.2,10.5,WSW,50.0,ENE,SW,7.0,24.0,74.0,52.0,1004.1,1002.2,5.0,1.0,16.4,20.6,No
2012-09-23,NorfolkIsland,15.8,20.3,2.2,2.8,4.0,NNE,41.0,NNE,NE,22.0,19.0,80.0,81.0,1017.2,1014.4,6.0,6.0,19.0,19.2,Yes
2011-12-28,SalmonGums,14.2,34.3,0.0,,,NE,46.0,NE,E,20.0,28.0,48.0,15.0,,,,,22.9,33.9,No
2013-07-15,WaggaWagga,10.7,14.1,6.4,0.4,0.0,NNW,24.0,NNE,N,11.0,9.0,87.0,87.0,1023.0,1021.4,8.0,8.0,12.8,13.8,Yes
2008-11-14,Sydney,19.2,27.0,0.0,10.6,9.1,,,ENE,NE,13.0,22.0,65.0,57.0,1013.8,1010.6,5.0,5.0,24.3,26.1,No
2017-04-25,Dartmoor,13.3,20.1,14.8,,,WSW,46.0,NW,NNW,4.0,13.0,99.0,83.0,1010.8,1006.7,,,14.2,16.9,Yes
2015-03-21,Cobar,14.1,31.8,0.0,12.0,,E,46.0,S,E,15.0,13.0,35.0,28.0,1018.5,1016.0,1.0,1.0,17.0,29.3,No
2014-12-17,Perth,13.2,23.8,0.0,8.4,12.3,SW,44.0,SSE,SSW,15.0,22.0,50.0,46.0,1013.4,1011.8,1.0,0.0,19.2,22.7,No
2016-09-24,NorahHead,13.3,22.1,0.0,,,N,24.0,SSW,ESE,11.0,17.0,72.0,73.0,1012.4,1007.7,,,18.1,20.0,No
2009-11-06,Darwin,24.5,34.1,0.0,7.0,11.0,WNW,37.0,N,NW,7.0,26.0,63.0,53.0,1010.8,1006.8,2.0,1.0,29.8,32.5,No
2016-11-25,MountGinini,1.8,15.2,0.0,,,SW,48.0,SW,WSW,15.0,19.0,55.0,41.0,,,,,6.9,14.2,No
2016-12-17,Bendigo,13.3,23.3,0.0,,,WSW,50.0,SW,SW,22.0,28.0,58.0,32.0,1008.0,1010.9,,2.0,16.4,21.5,No
2014-12-23,Cairns,23.9,33.8,0.8,7.5,4.4,ESE,37.0,SSE,ESE,19.0,24.0,56.0,33.0,1011.9,1009.5,2.0,6.0,29.3,31.9,No
2008-12-28,Hobart,14.0,25.5,0.0,5.4,9.2,NW,87.0,NW,WNW,31.0,39.0,44.0,31.0,992.4,992.6,7.0,7.0,19.9,22.1,No
2009-04-11,Perth,13.8,28.8,0.0,5.6,10.0,WSW,22.0,NE,WSW,6.0,11.0,74.0,58.0,1013.9,1011.7,5.0,7.0,21.8,26.2,No
2013-06-27,Nhil,2.4,17.0,0.0,,,N,13.0,,NW,0.0,6.0,91.0,50.0,1022.3,1020.3,,,5.0,16.1,No
2012-11-18,Sale,11.8,18.5,0.0,3.8,4.2,S,39.0,W,ESE,6.0,9.0,58.0,92.0,1012.9,1014.8,8.0,8.0,15.8,11.2,No
2010-06-28,Darwin,21.5,32.6,0.0,8.0,8.9,ESE,43.0,SE,ESE,20.0,15.0,48.0,34.0,1012.1,1009.9,6.0,6.0,24.4,32.0,No
2017-06-14,Katherine,8.7,29.6,0.0,8.0,,ESE,35.0,SE,SE,11.0,17.0,57.0,,1018.5,1014.2,0.0,,17.3,,No
2011-08-05,Wollongong,13.1,23.6,0.0,,,NW,52.0,W,NW,24.0,15.0,43.0,33.0,1024.3,1020.9,,,18.5,22.9,No
2009-03-31,Melbourne,14.5,30.1,0.0,4.2,10.5,N,39.0,NE,SE,17.0,7.0,85.0,29.0,1023.7,1020.7,0.0,0.0,15.7,29.5,No
2012-05-16,Albany,9.3,18.6,10.8,0.0,8.0,,,N,SW,2.0,6.0,89.0,73.0,1020.7,1017.5,5.0,4.0,13.8,18.2,Yes
2011-08-29,MountGinini,-0.8,7.0,0.0,,,WSW,52.0,WSW,WSW,22.0,13.0,83.0,81.0,,,,,1.7,3.5,No
2010-07-21,PearceRAAF,9.5,19.5,0.0,,9.4,ENE,33.0,N,E,7.0,15.0,61.0,35.0,1029.2,1026.9,1.0,1.0,12.5,18.8,No
2014-06-25,SydneyAirport,10.2,18.7,0.0,4.0,9.7,W,85.0,W,W,22.0,61.0,38.0,29.0,1012.4,1012.6,1.0,1.0,15.9,17.6,No
2015-09-15,BadgerysCreek,7.2,28.9,0.0,,,NW,63.0,NNE,WNW,11.0,44.0,66.0,30.0,,,,,19.6,27.8,No
2011-06-27,MountGinini,-2.2,4.9,0.0,,,SW,44.0,SSW,SSE,30.0,2.0,83.0,62.0,,,,,0.9,4.7,No
2014-04-07,Darwin,23.1,32.2,12.4,6.4,4.5,,,E,NNW,15.0,13.0,81.0,72.0,1010.6,1007.8,7.0,7.0,28.4,30.4,Yes
2012-09-27,Cobar,14.3,34.9,0.0,8.0,,NNE,52.0,NNE,NNW,19.0,20.0,27.0,6.0,1015.4,1010.6,1.0,3.0,24.8,33.9,No
2009-04-07,Witchcliffe,6.5,28.5,0.2,,,N,35.0,NE,N,13.0,17.0,53.0,27.0,1023.3,1020.1,,,21.1,27.9,No
2014-06-10,MelbourneAirport,6.3,18.1,0.0,0.8,5.6,NNE,31.0,N,NNE,19.0,15.0,81.0,59.0,1031.5,1027.8,7.0,7.0,10.5,17.1,No
2014-03-16,WaggaWagga,13.2,20.9,1.4,5.4,6.3,WNW,48.0,WSW,W,28.0,26.0,62.0,35.0,1007.9,1008.1,7.0,7.0,15.2,18.7,Yes
2013-03-19,Witchcliffe,17.1,25.3,0.0,,,SSW,31.0,SE,SSE,13.0,15.0,94.0,59.0,1014.1,1012.7,,,20.4,24.1,No
2016-08-28,PerthAirport,10.2,16.1,5.4,3.4,6.0,SSW,54.0,SSW,SW,41.0,33.0,67.0,64.0,1011.3,1010.6,6.0,8.0,13.0,14.7,Yes
2015-06-06,Perth,12.2,20.8,0.2,2.4,4.7,WSW,22.0,W,WSW,6.0,13.0,98.0,61.0,1022.7,1021.7,6.0,3.0,14.3,20.0,No
2013-08-24,Launceston,3.5,17.1,0.0,,,NW,39.0,NNW,NW,6.0,22.0,89.0,55.0,1014.3,1014.1,,,10.2,15.9,No
2010-08-09,Newcastle,3.8,19.5,0.1,,,,,NW,,2.0,0.0,97.0,59.0,,,2.0,1.0,8.6,18.2,No
2010-02-12,Launceston,15.0,24.7,13.0,,,SSE,46.0,SSE,SE,19.0,11.0,87.0,52.0,1010.4,1010.9,,,15.1,23.1,Yes
2012-09-24,Cobar,7.0,20.7,0.0,8.8,,SW,39.0,SSW,SSW,17.0,19.0,38.0,24.0,1017.7,1015.8,0.0,0.0,14.4,19.0,No
2010-02-11,Perth,20.7,26.9,0.0,4.0,7.4,SW,35.0,SSE,SW,4.0,15.0,81.0,61.0,1015.7,1013.9,8.0,1.0,22.1,25.7,No
2017-02-04,CoffsHarbour,22.4,29.7,0.0,,,NE,54.0,N,NNE,11.0,35.0,69.0,71.0,1015.1,1011.5,,,27.3,26.3,No
2009-02-08,Sale,18.6,24.5,0.8,18.0,0.1,,,WSW,S,9.0,22.0,75.0,64.0,1010.7,1012.2,8.0,8.0,20.0,20.4,No
2014-05-18,Ballarat,12.4,17.9,0.0,,,N,43.0,N,N,24.0,26.0,70.0,63.0,1024.7,1022.3,2.0,8.0,13.8,17.4,No
2017-04-22,Albury,14.8,19.7,17.2,,,ENE,19.0,E,SSE,4.0,13.0,100.0,77.0,1026.2,1023.2,8.0,8.0,15.6,19.0,Yes
2016-08-03,Woomera,4.5,15.1,0.0,4.0,,SE,35.0,SSW,SSE,19.0,20.0,88.0,49.0,1030.4,1027.9,0.0,,8.0,14.3,No
2012-08-30,Melbourne,7.9,14.0,1.6,5.0,8.8,W,65.0,W,W,31.0,39.0,56.0,70.0,1010.5,1012.5,3.0,7.0,9.2,10.8,Yes
2010-10-19,Nuriootpa,4.1,19.0,0.2,2.8,11.6,SE,31.0,ENE,ENE,15.0,9.0,76.0,46.0,1028.7,1026.5,3.0,3.0,11.7,17.9,No
2010-01-21,Walpole,14.9,22.2,2.0,,,SSW,33.0,S,S,15.0,19.0,66.0,56.0,1018.5,1017.0,,,17.1,20.7,Yes
2010-04-14,CoffsHarbour,15.2,24.4,0.0,5.0,10.5,SSW,35.0,SW,SSE,26.0,15.0,52.0,44.0,1022.0,1019.6,1.0,1.0,21.2,23.8,No
2013-09-05,Albany,10.4,18.7,0.2,3.6,5.6,,,NW,WSW,11.0,9.0,74.0,59.0,1025.3,1024.1,2.0,7.0,14.2,17.2,No
2017-06-03,Bendigo,1.3,13.6,0.0,,,ESE,20.0,SSE,ESE,7.0,13.0,98.0,56.0,1033.9,1030.8,,,7.8,13.0,No
2017-01-10,Hobart,14.2,24.4,0.0,7.6,2.9,WNW,48.0,NNW,WNW,22.0,19.0,51.0,39.0,1007.5,1004.9,6.0,7.0,17.1,23.1,No
2013-11-09,Sale,10.8,18.1,0.4,3.8,9.3,W,65.0,W,WSW,31.0,28.0,73.0,48.0,1011.8,1014.5,5.0,6.0,13.4,16.1,No
2011-02-10,Witchcliffe,19.1,27.4,0.0,,,SSE,54.0,ESE,SSE,24.0,31.0,68.0,56.0,,,,,21.2,25.4,No
2011-01-27,Richmond,23.1,36.5,0.0,11.9,,SE,41.0,,ESE,0.0,6.0,80.0,47.0,1013.9,1009.5,,,25.3,34.7,No
2016-01-29,Albany,17.5,23.5,0.0,5.2,11.0,,,E,,22.0,,62.0,,1019.7,1015.7,4.0,,21.7,,No
2013-11-03,Sydney,18.7,34.2,0.0,7.6,7.4,,,,,0.0,0.0,49.0,11.0,1010.3,1006.1,7.0,6.0,23.8,32.8,No
2011-06-27,Darwin,18.0,29.8,0.0,7.4,10.9,E,30.0,ESE,NNW,9.0,17.0,56.0,53.0,1014.1,1010.0,1.0,2.0,23.8,27.9,No
2011-11-03,CoffsHarbour,17.2,23.4,0.0,5.0,7.4,S,37.0,SSE,E,13.0,17.0,70.0,67.0,1011.0,1009.4,4.0,7.0,21.7,22.1,No
2009-03-03,Portland,14.3,29.0,1.6,8.0,1.9,WNW,72.0,N,W,24.0,41.0,67.0,97.0,1000.5,1000.8,8.0,8.0,21.9,16.2,Yes
2016-01-18,Bendigo,14.8,35.3,0.0,,,N,39.0,NE,N,13.0,17.0,29.0,15.0,1017.5,1013.3,,,24.1,33.9,No
2010-08-12,SalmonGums,8.3,19.6,0.0,,,NNE,54.0,N,NNE,22.0,28.0,31.0,40.0,,,,,14.9,17.7,No
2013-07-18,Moree,8.9,22.4,0.0,3.0,8.7,NNE,41.0,NNE,NE,19.0,28.0,75.0,45.0,1024.6,1019.7,6.0,7.0,15.4,21.6,No
2011-02-08,Portland,13.2,18.2,0.0,5.2,11.0,SSE,35.0,SE,ESE,13.0,20.0,67.0,57.0,1024.7,1024.3,7.0,4.0,15.1,17.6,No
2011-12-09,GoldCoast,17.7,26.5,6.8,,,SE,52.0,S,SE,24.0,37.0,65.0,71.0,1012.4,1010.8,,,24.8,23.3,Yes
2010-09-29,Cairns,23.2,29.7,22.2,6.6,9.3,SE,28.0,NE,NNE,6.0,13.0,70.0,62.0,1013.5,1009.2,1.0,1.0,26.6,28.7,Yes
2011-12-05,Cairns,24.3,30.6,0.0,6.2,8.6,SSE,46.0,SE,ENE,9.0,17.0,66.0,69.0,1007.8,1004.1,7.0,7.0,29.5,29.7,No
2010-09-16,Dartmoor,6.4,12.2,1.4,0.8,1.8,SW,46.0,W,SW,17.0,28.0,91.0,69.0,1021.4,1021.8,,,8.8,10.9,Yes
2015-03-10,Bendigo,9.6,27.4,0.0,,,WSW,30.0,SSE,W,9.0,13.0,73.0,27.0,1017.4,1015.2,,,15.2,25.9,No
2011-06-27,Perth,7.9,24.3,0.2,0.8,8.4,NNW,39.0,NE,N,11.0,13.0,61.0,37.0,1019.2,1012.1,7.0,7.0,14.3,24.0,No
2016-08-17,Tuggeranong,0.9,14.8,0.0,,,WNW,35.0,,NW,0.0,7.0,85.0,58.0,1026.5,1023.8,,,9.0,13.9,No
2013-10-14,Newcastle,13.0,20.0,0.0,,,,,,SE,0.0,22.0,62.0,46.0,,,6.0,2.0,15.7,19.0,No
2010-05-24,BadgerysCreek,5.4,19.9,0.0,,,NNE,22.0,,N,0.0,15.0,100.0,60.0,1020.2,1016.0,,,11.2,18.0,No
2011-01-04,Williamtown,18.9,26.3,1.0,5.4,4.7,SSW,48.0,SSW,S,28.0,30.0,76.0,53.0,1012.8,1010.6,8.0,3.0,20.9,24.1,No
2011-07-10,Perth,3.4,14.0,0.0,2.0,0.2,E,33.0,E,ESE,11.0,9.0,61.0,67.0,1028.0,1024.2,7.0,8.0,10.7,12.5,No
2010-04-03,Wollongong,16.1,21.3,0.0,,,,,SW,SE,15.0,35.0,70.0,84.0,1021.6,1021.8,,7.0,19.3,17.6,No
2015-08-17,Albany,12.2,19.5,0.2,1.0,0.8,,,SSW,,2.0,,93.0,,1019.0,1013.1,8.0,,13.8,,No
2011-11-07,Launceston,12.1,22.3,0.0,,,NW,44.0,W,NNW,4.0,17.0,79.0,48.0,1011.0,1009.6,,,14.9,20.7,No
2009-03-19,Bendigo,7.9,31.9,0.0,4.8,,NNW,35.0,SSE,WNW,9.0,17.0,49.0,15.0,1015.0,1012.1,1.0,1.0,16.1,30.8,No
2010-01-22,Darwin,25.0,31.1,16.0,5.2,4.0,WNW,50.0,W,W,24.0,22.0,81.0,69.0,1010.5,1007.8,7.0,7.0,28.3,29.7,Yes
2013-04-04,Nuriootpa,9.5,21.7,0.0,4.0,10.8,ENE,33.0,ENE,ESE,17.0,13.0,61.0,31.0,1027.8,1025.4,3.0,4.0,12.2,20.4,No
2013-09-17,MountGinini,3.2,4.5,83.8,,,ENE,59.0,SW,WSW,20.0,24.0,97.0,97.0,,,,,3.4,3.5,Yes
2011-07-13,Moree,1.8,13.1,0.0,2.4,0.3,NE,22.0,NE,SSW,13.0,15.0,70.0,50.0,1023.2,1021.8,7.0,7.0,6.4,11.9,No
2015-07-22,Tuggeranong,1.1,10.6,0.0,,,N,17.0,WSW,NNW,6.0,9.0,100.0,86.0,1027.0,1024.4,,,4.1,9.8,No
2014-03-03,Cobar,18.8,24.9,0.0,5.8,,ENE,37.0,E,E,20.0,15.0,73.0,80.0,1019.1,1018.7,6.0,7.0,21.0,22.1,No
2013-03-28,Bendigo,14.1,20.0,15.2,8.2,,WSW,54.0,W,WNW,9.0,30.0,89.0,50.0,1015.5,1015.7,8.0,4.0,14.4,19.1,Yes
2013-11-02,NorahHead,15.8,26.1,0.0,,,NNE,37.0,N,NE,6.0,22.0,72.0,70.0,1018.3,1012.5,,,20.4,23.7,No
2017-01-04,Witchcliffe,17.7,32.8,0.0,,,SE,39.0,SE,SE,19.0,20.0,57.0,46.0,1010.1,1006.4,,,24.5,30.2,No
2015-12-13,Perth,17.0,26.0,0.0,6.8,12.1,SW,33.0,SSW,SW,15.0,19.0,59.0,50.0,1014.7,1013.0,4.0,1.0,22.9,24.4,No
2015-09-21,Uluru,12.4,26.0,0.0,,,E,39.0,SSE,E,26.0,15.0,48.0,23.0,1024.1,1020.0,,,14.5,24.9,No
2013-09-30,PearceRAAF,9.3,17.7,4.8,,10.2,S,33.0,S,SW,19.0,15.0,66.0,48.0,1016.8,1017.3,,,13.6,17.0,Yes
2014-04-08,BadgerysCreek,15.7,24.1,0.0,,,NE,17.0,SW,N,4.0,7.0,83.0,57.0,1023.9,1019.6,,,18.6,23.4,No
2013-05-25,Witchcliffe,4.2,20.1,0.0,,,ESE,19.0,SE,E,6.0,9.0,99.0,43.0,1021.6,1017.6,,,8.4,19.4,No
2009-02-13,AliceSprings,11.8,31.1,0.0,11.2,12.7,ESE,44.0,E,SSE,19.0,26.0,17.0,4.0,1013.9,1010.5,1.0,1.0,23.2,30.2,No
2011-06-22,Woomera,3.5,14.9,0.0,4.2,4.9,WSW,26.0,W,WSW,11.0,13.0,92.0,52.0,1023.7,1022.1,0.0,3.0,7.4,14.0,No
2009-09-10,Townsville,13.8,30.7,0.0,9.8,10.6,ENE,33.0,SE,ENE,6.0,28.0,49.0,20.0,1017.5,1013.5,0.0,1.0,25.4,29.8,No
2014-11-25,Walpole,9.7,21.8,0.0,,,SE,39.0,ENE,SE,13.0,22.0,66.0,66.0,1023.1,1020.5,,,16.8,20.3,No
2015-11-19,Penrith,16.6,39.0,0.0,,,NW,13.0,ENE,NNW,2.0,4.0,65.0,37.0,,,,,22.5,34.5,No
2009-11-15,NorfolkIsland,13.9,22.3,0.0,6.0,13.0,WNW,33.0,NNE,WNW,11.0,19.0,58.0,59.0,1016.7,1015.4,1.0,3.0,19.5,20.8,No
2014-08-01,Newcastle,8.7,21.0,0.0,,,,,NW,NW,19.0,37.0,30.0,38.0,,,0.0,3.0,17.7,17.8,No
2012-07-24,Cobar,4.2,17.9,0.0,2.4,,NNE,30.0,E,ESE,15.0,15.0,81.0,38.0,1026.3,1022.6,7.0,2.0,8.6,17.1,No
2012-02-13,AliceSprings,15.2,38.5,0.0,12.0,12.8,S,37.0,ENE,S,19.0,19.0,12.0,6.0,1013.9,1009.4,0.0,,28.8,36.8,No
2011-02-13,Albury,15.1,28.6,0.0,,,SSE,24.0,SSE,S,11.0,7.0,73.0,50.0,1017.6,1016.5,,,20.6,27.6,No
2015-02-21,Albury,18.4,34.6,0.0,,,NNE,31.0,SSE,SE,2.0,7.0,55.0,25.0,1015.4,1012.0,,,23.2,32.8,No
2009-06-21,NorfolkIsland,13.6,18.2,1.0,4.2,7.3,ESE,50.0,ESE,ESE,28.0,24.0,57.0,50.0,1026.1,1023.9,7.0,1.0,16.0,17.3,No
2014-06-28,PearceRAAF,3.1,14.9,0.0,,9.1,E,26.0,ESE,E,15.0,15.0,68.0,48.0,1030.9,1027.1,,,9.3,14.3,No
2011-05-14,Darwin,16.0,29.9,0.0,6.4,11.2,ESE,44.0,ESE,E,24.0,15.0,52.0,40.0,1014.9,1010.9,6.0,5.0,22.9,29.5,No
2015-10-24,SalmonGums,9.8,24.4,0.0,,,SSW,37.0,WSW,SSW,15.0,20.0,70.0,51.0,,,,,17.6,21.1,No
2010-08-27,SydneyAirport,9.6,20.6,0.0,5.8,8.4,WNW,69.0,WNW,W,24.0,33.0,39.0,27.0,1008.1,1008.0,6.0,2.0,15.4,19.8,No
2013-04-15,Hobart,6.9,16.0,0.0,3.0,7.9,SSW,28.0,N,WNW,11.0,11.0,56.0,53.0,1011.9,1011.8,,,12.4,14.3,No
2015-06-12,Townsville,19.4,27.3,1.0,8.0,5.2,ESE,61.0,SE,E,19.0,26.0,86.0,62.0,1020.0,1016.9,7.0,6.0,21.5,25.8,No
2011-01-04,Moree,18.9,33.6,1.4,6.6,10.7,E,31.0,E,ENE,11.0,9.0,71.0,41.0,1008.3,1005.3,3.0,2.0,24.2,31.2,Yes
2013-08-25,Portland,10.9,15.7,3.8,0.8,5.8,W,43.0,WNW,W,19.0,28.0,87.0,71.0,1022.4,1021.3,8.0,8.0,12.0,15.4,Yes
2011-05-23,Watsonia,12.8,17.0,13.4,1.6,2.0,WSW,43.0,NNE,SSW,6.0,20.0,100.0,99.0,1001.3,1001.4,7.0,7.0,13.3,12.4,Yes
2009-07-04,Launceston,1.3,14.7,0.0,,,WSW,50.0,WNW,WSW,6.0,33.0,93.0,43.0,1007.7,1004.0,,,5.0,13.7,No
2014-09-09,Newcastle,,23.8,0.1,,,,,NW,,4.0,0.0,76.0,50.0,,,0.0,1.0,15.8,23.5,No
2016-08-26,Ballarat,1.5,9.2,3.4,,,W,30.0,W,W,11.0,17.0,100.0,70.0,1022.7,1021.3,2.0,8.0,5.3,8.5,Yes
2013-11-04,AliceSprings,17.7,36.5,0.0,15.8,12.1,E,52.0,E,ESE,28.0,24.0,12.0,6.0,1018.1,1013.7,1.0,1.0,29.5,34.9,No
2012-03-05,Dartmoor,12.9,18.9,0.8,5.8,3.2,SSW,33.0,W,SW,4.0,20.0,98.0,71.0,1019.8,1021.7,,,14.3,17.3,No
2013-01-12,Hobart,14.4,24.6,0.0,9.4,7.0,NW,61.0,NW,NW,7.0,37.0,50.0,32.0,1003.5,1004.2,,,17.3,22.7,No
2011-08-02,Walpole,,,,,,,,,,,,,,,,,,,,
2010-06-13,Ballarat,4.7,8.8,0.0,,,SSW,24.0,S,SSW,11.0,9.0,73.0,64.0,1032.8,1032.2,8.0,8.0,7.0,8.3,No
2011-09-18,AliceSprings,10.1,33.1,0.0,8.2,10.4,WNW,44.0,E,N,6.0,13.0,14.0,10.0,1016.2,1010.5,0.0,1.0,26.1,32.5,No
2012-11-04,CoffsHarbour,16.1,23.7,3.6,3.4,,NE,41.0,NE,NE,9.0,30.0,82.0,68.0,1021.4,1018.1,8.0,3.0,18.7,21.9,Yes
2013-01-22,Brisbane,21.3,29.5,3.4,6.4,8.8,E,24.0,,SE,0.0,6.0,73.0,87.0,1011.9,1010.3,6.0,6.0,25.8,24.3,Yes
2009-08-22,WaggaWagga,3.5,15.6,10.0,1.0,4.5,N,24.0,ENE,N,7.0,11.0,99.0,57.0,1012.9,1010.0,8.0,8.0,4.9,14.0,Yes
2015-04-14,Adelaide,15.7,29.7,0.0,3.2,,N,41.0,NNE,NW,13.0,15.0,23.0,25.0,1013.6,1011.3,,,24.2,29.2,No
2016-08-15,SalmonGums,13.9,22.2,0.0,,,WNW,39.0,W,WNW,11.0,19.0,46.0,47.0,,,,,15.2,19.4,No
2015-10-19,Witchcliffe,10.2,20.2,5.8,,,SW,30.0,S,SSW,13.0,15.0,60.0,60.0,1022.8,1021.7,,,16.5,18.1,Yes
2014-02-09,Melbourne,22.2,40.4,0.0,18.4,11.8,WNW,81.0,N,S,39.0,37.0,15.0,43.0,1006.7,1012.2,,,32.2,26.8,No
2015-11-22,Canberra,13.5,25.3,0.0,,,NW,39.0,NNE,WSW,11.0,11.0,69.0,39.0,1018.9,1013.8,8.0,5.0,15.6,24.4,No
2009-01-12,PerthAirport,13.5,28.4,0.0,11.4,11.3,SW,57.0,SW,WSW,24.0,35.0,54.0,52.0,1007.7,1009.0,1.0,6.0,23.8,26.6,No
2009-07-26,Richmond,3.2,12.0,0.2,,,WSW,17.0,,WSW,0.0,4.0,99.0,91.0,1019.6,1014.3,,,6.8,11.6,No
2014-04-01,Cobar,17.7,31.2,0.0,8.4,,ESE,28.0,ENE,E,15.0,4.0,56.0,33.0,1017.8,1014.4,7.0,6.0,22.1,30.0,No
2011-01-12,GoldCoast,23.8,29.3,6.2,,,E,39.0,E,ENE,20.0,31.0,76.0,71.0,1011.2,1010.3,,,27.5,28.1,Yes
2009-05-25,Perth,3.3,19.3,0.0,1.8,7.3,NNE,31.0,,E,0.0,11.0,83.0,41.0,1021.1,1017.3,2.0,6.0,9.4,19.2,No
2016-04-25,WaggaWagga,8.0,24.2,0.0,3.8,10.4,ENE,24.0,E,NNW,13.0,9.0,63.0,32.0,1032.0,1027.8,0.0,1.0,16.0,23.7,No
2017-03-12,PearceRAAF,19.1,25.4,0.0,,0.5,ENE,63.0,NNE,W,13.0,28.0,45.0,71.0,1011.2,1008.4,8.0,8.0,22.2,23.6,No
2016-07-25,Ballarat,2.5,10.0,1.0,,,NNW,78.0,WNW,N,20.0,44.0,99.0,98.0,1009.9,1004.7,8.0,8.0,6.2,8.0,No
2016-03-08,PearceRAAF,19.5,36.0,0.0,,11.7,WSW,43.0,ENE,SSE,13.0,7.0,39.0,20.0,1015.7,1011.5,0.0,,27.0,34.7,No
2015-11-25,Katherine,28.3,41.5,0.0,8.0,,WNW,35.0,NW,W,11.0,11.0,64.0,,1009.4,1004.5,0.0,,32.3,,No
